id,final_bertopic
2034,menteri koordinator bidang pangan zulkifli hasan alias zulhas menegaskan mulai tahun depan indonesia wajib menggunakan bahan bakar minyak bbm dengan kandungan etanol atau metanol persen langkah tersebut kata zulhas diambil untuk mengurangi ketergantungan negara terhadap bahan bakar berbasis minyak mentah sudah diumumkan oleh menteri esdm pada tahun depan direncanakan kita sudah mulai pakai premium atau bensin campur persen etanol atau metanol ujar zulhas dikutip dari cnbc indonesia kamis oleh karena itu kita sekarang besar besaran untuk mengembangkan tebu dan singkong sebagai bahan baku etanol tambahnya zulhas menegaskan kebijakan tersebut bukan bersifat sukarela melainkan wajib namun semuanya harus diukur juga melalui kesiapan infrastruktur yang ada sifatnya wajib tapi kalau kita sudah siap ya perintah bapak presiden begitu ungkapnya zulhas kembali mengingatkan penerapan e akan berdampak luas terhadap perekonomian rakyat sebab bahan bakunya berasal dari hasil pertanian lokal seperti singkong tebu dan jagung jadi artinya program itu saudara saudara akan menggerakkan ekonomi rakyat itu luar biasa karena bahan bakunya kan singkong tebu dan satu lagi jagung jelasnya gambas youtube dia optimistis kebijakan tersebut akan mendorong produktivitas pertanian sekaligus membuka peluang ekonomi baru di berbagai daerah jadi artinya nanti di seluruh indonesia tidak boleh ada tanah yang nganggur karena semua akan bernilai ekonomi di situlah nanti pemberdayaan masyarakat kita akan kreatif kita akan mengejar tiongkok pertaniannya akan mengejar thailand sementara sekarang kita ketinggalan kita akui tuturnya menurutnya langkah itu merupakan bagian dari transformasi besar di sektor energi dan pertanian yang menempatkan indonesia pada jalur kemandirian energi nasional jadi di manapun tanam tanam singkong laku kalau sudah ada industrinya untuk metanol atau etanol maka harga singkong bisa sampai rp an per kg ini memang tidak mudah karena programnya besar dan dampaknya luas tapi kita sudah berada di jalan yang benar dan tepat kata dia
2035,gambas youtube pertamina kini sudah menjual bahan bakar bensin dengan campuran etanol persen atau bioetanol e produk bioetanol pertamina yang saat ini sudah dijual adalah pertamax green dengan ron penggunaan bahan bakar bioetanol e dinilai sebagai langkah untuk mendukung kebijakan pemerintah dalam menurunkan emisi karbon sesuai target net zero emission pertamax green dengan kandungan persen bioetanol e sudah tahun dipasarkan oleh pertamina patra niaga penjualan terus tumbuh dan saat ini sudah mencapai spbu di pulau jawa yang memasarkan produk tersebut pertamax green dengan kandungan bioetanol persen saat ini tersedia di beberapa spbu pertamina di jakarta bogor depok beberapa kota jawa barat jawa tengah dan jawa timur kami memahami bahwa dalam memasarkan varian baru perlu waktu untuk edukasi kepada masyarakat atas manfaat dari bioetanol selain emisi yang dihasilkan lebih ramah lingkungan produk ini juga mempunyai karakteristik akselerasi yang baik kata direktur utama pertamina patra niaga mars ega legowo putra dalam keterangan tertulisnya rabu mars ega menjelaskan bahwa masyarakat tidak perlu khawatir terkait karakteristik dari bioetanol menurutnya di bensin pertamax series terdapat aditif yang memiliki fungsi untuk corrosion inhibitor mengurangi efek korosi dan demulsifier mengurai kontaminasi air untuk mengantisipasi faktor faktor yang dapat mengganggu performa mesin sebelumnya pusat kajian ketahanan energi untuk pembangunan berkelanjutan universitas indonesia puskep ui menyatakan kandungan etanol untuk bahan bakar minyak bbm sudah lazim dilakukan di luar negeri bahkan mencapai persen persen dan persen selain itu keberadaannya positif untuk lingkungan karena bisa mengurangi emisi karbon itu sudah lazim dipakai dan berpengaruh sangat baik untuk lingkungan mereduksi emisi karbon di eropa mereka biasa gunakan persen di amerika dan australia begitu juga karena ada beberapa tujuan lain tidak semata mata kepentingan bisnis namun agar mengurangi minyak dari fosil kata direktur eksekutif puskep ui ali ahmudi di jakarta dikutip dari antara menurut ali perusahaan perusahaan energi di berbagai negara juga pasti ingin terlibat dalam proses transisi energi untuk mereduksi emisi dan global warming salah satunya adalah menggunakan bahan bakar ramah lingkungan dosen jurusan rekayasa minyak dan gas institut teknologi sumatera itera muhammad rifqi dwi septian juga punya pandangan serupa menurutnya etanol justru memiliki dampak positif terhadap performa mesin kandungan oksigen yang tinggi pada etanol bikin pembakarannya jadi sempurna itu membuat kadar karbon monoksida dan hidrokarbon tidak terbakar bisa berkurang artinya lebih ramah lingkungan kata rifqi
2036,pt toyota motor manufacturing indonesia tmmin mendukung penggunaan bahan bakar minyak bbm dengan campuran etanol sebab adopsi senyawa yang berasal dari produk pertanian tersebut mampu membuat para petani petani di tanah air sejahtera bob azam selaku wakil presiden pt tmmin menegaskan penggunaan bbm utuh hanya akan memperkaya pemilik tambang di indonesia sementara penggunaan etanol yang terbuat dari jagung dan tebu bisa membuat hidup petani petani di indonesia lebih sejahtera ya kalau bensin itu kan tambang yang memproduksi yang kaya raya kan pemilik tambang kalau etanol yang kaya siapa petani karena pakai tebu jagung kasava dan sorgum ujar bob azam saat ditemui di karawang jawa barat belum lama ini nah jadi kalau itu bisa berkembang dengan baik itu bisa jadi pilar kedua pertumbuhan ekonomi kita setelah sawit jadi multiply effect begitu cuma kan memang pastilah banyak yang nggak suka kalau itu berkembang tambahnya di kesempatan yang sama bob azam kemudian menanggapi rencana pemerintah yang mau menerapkan bbm etanol persen mulai tahun depan menurutnya jika aturannya sudah dibuat kendaraan yang harus mengikuti teknologi bahan bakar bukan malah sebaliknya ya menyesuaikan diri gitu loh jadi jangan teknologinya yang menyesuaikan mobil tua di jalan nanti kita ketinggalan teknologi kita justru harus berevolusi menghadirkan kendaraan kendaraan yang adaptif terhadap future fuel atau bahan bakar masa depan tuturnya nah yang mobil tua juga ada yang masih euro apa kita nggak mengenalkan euro jadinya kan banyak yang pake euro tambahnya gambas youtube lebih jauh bob menjelaskan negara tetangga seperti thailand sudah menuju penerapan etanol persen sementara di negara negara lain di benua amerika angkanya sudah tembus persen di luar negeri itu sekarang hampir semua negara sudah menerapkan e e bahkan thailand juga sudah bergerak dari e ke e di amerika serikat juga sudah menerapkan di beberapa negara bagian sampai e di brazil sampai e kata bob
2037,mitsubishi destinator dianjurkan menggunakan bbm ron apa yang terjadi bila destinator minum bbm di bawah ron simak penjelasannya punya mobil jangan isi bbm sembarangan untuk mengetahui rekomendasi bbm yang tepat kamu bisa mengacu pada petunjuk di buku panduan manual sebab masing masing mobil punya spesifikasi mesin berbeda mitsubishi estinator misalnya suv seater ini rupanya dianjurkan untuk menggunakan bbm ron dilihat detikoto dalam buku panduan manual mitsubishi destinator rupanya suv dengan panjang mm lebar mm dan tinggi mm disarankan menggunakan bbm ron angka oktan bensin tanpa timbal ron min demikian tertulis pada buku panduan manual mitsubishi destinator lebih lanjut dijelaskan spesifikasi tenaga dan konsumsi bahan bakar mengacu pada pengoperasian dengan bahan bakar ron atau lebih tinggi artinya tenaga dan konsumsi bahan bakar yang optimal yaitu ps dan torsi nm bisa didapat saat menggunakan bbm sesuai anjuran lalu bagaimana bila destinator minum bbm dengan ron lebih rendah dari nggak perlu khawatir mobil akan tetap aman tapi tenaga dan konsumsi bahan bakar kemungkinan tidak sesuai dengan klaim pab rikan menggunakan bahan bakar ron atau lebih tinggi kurang dari ron akan sedikit menurukan tenaga dan konsumsi bahan bakar namun mesin memiliki sistem kontrol knocking oleh karena itu tidak ada pengaruhnya terhadap masa pakai mesin begitu penjelasan lanjutnya perlu diingat gunakan bensin dengan kualitas bagus sebab bensin berkualitas rendah bisa menimbulkan ragam masalah seperti susah dihidupkan stalling mesin yang bising dan hesitation jika anda mengalami masalah tersebut maka cobalah merek yang lain dan atau kadar bensin yang berbeda lanjut penjelasan tersebut sebagai catatan tambahan mitsubishi destinator juga sudah bisa menenggak bensin dengan campuran etanol asalkan konsentrasi etanol tidak lebih dari persen untuk menghindari kerusakan pada sistem bahan bakar mesin sensor mesin dan sistem pembuangan dari kendaraan diingatkan juga agar tidak menggunakan bensin dengan methanol karena sangat membahayakan mesin menggunakan alkohol jenis ini dapat menurunkan kinerja kendaraan dan merusak bagian penting dari sistem bahan bakar kendaraan begitu penjelasannya
2038,tiba tiba vivo dan bp membatalkan rencana membeli base fuell dari pertamina kandungan ethanol jadi penyebab kegaduhan baru pada bisnis jualan bensin di indonesia yang persoalannya sudah bikin riuh sedari beberapa bulan lalu etanol memang bukan barang baru dalam industri bbm di seluruh dunia tapi penolakan spbu swasta bukan tanpa alasan masalahnya melebar karena spbu swasta berpotensi mengurangi karyawan lantaran stok bensin sudah kering lagi lagi pemerintah mengubah kebijakan sesuka hati hal yang harusnya dihindari demi menjaga iklim investasi tonton obrolan tim redaksi detikoto perihal heboh etanol pada bbm pertamina bagaimana pendapat kamu tentang isu ini tulis di kolom komentar ya
2039,pt chery sales indonesia csi masih berdiskusi dengan prinsipal terkait kadar etanol yang aman ditenggak untuk produknya nah etanol ini kita masih konfirmasi ke headquarter kira kira etanolnya berapa yang bisa di chery cuma kita belum dapat konfirmasi berapa persen kata head of brand marketing chery sales indonesia rifkie setiawan di bandung belum lama ini iya kita lagi konfirmasi mereka prinsipal chery untuk memastikan karena kita juga takut salah tambah rifkie chery diketahui menjual mobilnya di thailand negeri gajah putih itu menyediakan bensin dengan kadar etanol dan bbm yang paling umum digunakan secara luas adalah e dan e kalau untuk saat ini belum ada masalah sih dari thailand belum dengar untuk masalah ini khusus etanol dan lain lain jelas rifkie sebagai catatan pemerintah indonesia berencana akan mewajibkan kandungan etanol e pada setiap bahan bakar bensin kebijakan ini akan diterapkan dalam beberapa tahun ke depan ke depan kita akan mendorong untuk ada e kemarin malam sudah kami rapat dengan bapak presiden bapak presiden sudah menyetujui untuk direncanakan mandatory persen etanol ujar menteri esdm bahlil lahadalia tujuannya untuk mengurangi impor minyak dalam negeri dengan memanfaatkan sumber daya alam yang melimpah salah satunya dari tanaman tebu untuk dijadikan etanol rencana untuk mengembangkan e berangkat dari keberhasilan pemerintah mengimplementasikan biodiesel dari yang semula b atau campuran minyak mentah sawit crude palm oil cpo dengan solar untuk bahan bakar diesel menteri esdm menjelaskan implementasi e masih menunggu persiapan pabrik etanol baik yang berbahan baku tebu maupun singkong langkah tersebut selaras dengan arahan presiden prabowo subianto soal pembangunan industri etanol untuk pabrik etanol ada dua satu singkong satu tebu tebu kemungkinan besar itu di merauke sementara singkong lagi dipetakan ucapnya
2040,mitsubishi destinator ternyata disarankan menggunakan bbm dengan ron tinggi berikut ini rekomendasi bbm yang pas buat mitsubishi destinator tiap mobil punya spesifikasi mesinnya tersendiri untuk itu jenis bahan bakar juga harus disesuaikan dengan spesifikasi mesinnya contohnya untuk mitsubishi destinator suv seater ini mengandalkan mesin berkode b cc mivec turbo mesin itu menyemburkan tenaga ps dengan torsi maksimal nm untuk mendapatkan performa optimal tersebut berdasarkan buku panduan manualnya dianjurkan menggunakan angka oktan bensin tanpa timbal ron minimal spesifikasi tenaga dan konsumsi bahan bakar mengacu pada pengoperasian dengan bahan bakar ron atau lebih tinggi demikian tulis buku panduan manual tersebut kalau menggunakan bbm dengan ron di bawah anjuran maka mesin masih sanggup lantaran terdapat fitur control knocking namun tenaganya bisa jadi turun konsumsi bahan bakar juga tidak optimal tidak ada pengaruhnya terhadap masa pakai mesin jelasnya lagi pun bila mobil menggunakan bensin dengan campuran etanol masih diperbolehkan asalkan konsentrasinya tidak lebih dari persen sebab konsentrasi etanol lebih dari persen bisa menimbulkan kerusakan pada sistem bahan bakar mesin sensor mesin dan sistem pembuangan kendaraan nah itu tadi bahan bakar yang dianjurkan untuk mitsubishi destinator sebagai informasi tambahan mitsubishi destinator pilihan baru buat keluarga yang mengincar suv seater dari segi tampang bagian depan destinator menampilkan konsep desain dynamic shield grille depan terintegrasi mulus dengan bumper kiri dan kanan untuk menciptakan kesan mendalam untuk all new destinator grille lampu lampu dan bumper dirancang dengan elemen horizontal dan vertikal destinator dilengkapi dengan power panoramic sunroof untuk varian ultimate soal harga per oktober mitsubishi destinator naik rp juta berikut harga lengkapnya
2041,pemilik spbu di india meminta kepada perusahaan migas untuk menyediakan bahan bakar tanpa campuran etanol di bulan bulan musim hujan sebab mereka banyak menerima komplain dari pelanggannya terkait dengan bahan bakar campur etanol dikutip media lokal india cartoq dari the hindu keluhan terhadap bahan bakar campuran etanol dari pengguna kendaraan meningkat di sana muncul masalah teknis kendaraan terkait kelembapan yang tinggi selama musim hujan masalah ini menjadi lebih kompleks di daerah pesisir yang lembap kelembapan atmosfer menyebabkan etanol menyerap air dari udara sekitarnya ketika etanol mencapai titik jenuhnya ia terpisah dari bensin menciptakan lapisan lapisan air etanol dan minyak bumi yang berbeda di dalam tangki bahan bakar pemilik spbu di india menyaksikan fenomena pemisahan lapisan tersebut secara langsung ketika bahan bakar terpapar udara terbuka selama musim hujan diketahui etanol mudah menarik dan menyerap kelembapan dari lingkungan yang lembap sifat higroskopis pada etanol ini menjadi tantangan di musim hujan pada suhu derajat fahrenheit atau derajat celcius campuran e standar dapat menyerap hingga persen kadar air sebelum terjadi pemisahan fase namun toleransi ini menurun secara signifikan seiring penurunan suhu yang memperburuk situasi selama periode musim hujan yang lebih dingin di negara tersebut di wilayah pesisir dengan tingkat kelembapan yang tetap tinggi bahan bakar yang disimpan dalam tangki bawah tanah mengalami masuknya kelembapan secara terus menerus meskipun sistem penyimpanannya tertutup rapat cartoq melaporkan kandungan air yang dihasilkan tidak hanya menurunkan kualitas bahan bakar masalah itu bahkan menciptakan serangkaian masalah teknis pada kendaraan konsumen yang membuat pemilik spbu menghadapi komplain dari pelanggan pemilik spbu melaporkan menerima banyak keluhan terkait kerusakan mesin masalah penguapan bahan bakar dan kontaminasi air terutama dengan campuran etanol yang lebih tinggi masalah kelembapan ini sangat bervariasi tergantung lokasi geografis dan kondisi iklim setempat spbu di gujarat selatan menyurati kementerian perminyakan dan gas alam untuk meminta pengecualian mandat bensin etanol persen paling tidak selama musim hujan mereka berpendapat bahwa dengan etanol persen saja keluhan tentang kerusakan mesin dan kontaminasi bahan bakar meningkat secara signifikan selama musim hujan dengan kelembapan tinggi chennai dan wilayah pesisir lainnya mengalami tantangan serupa spbu di sana mencari alternatif bahan bakar tanpa campuran etanol selama bulan bulan musim hujan
2042,honda vario cocoknya pakai bbm apa ya berikut penjelasannya berdasarkan buku manual honda vario jenis bbm harus disesuaikan dengan spesifikasi mesin motor kamu penggunaan bbm yang sesuai dapat menunjang performanya masing masing motor punya spesifikasinya tersendiri makanya jenis bbm nya bisa jadi berbeda contohnya buat kamu pengguna honda vario sudah tahu belum jenis bbm yang tepat kalau merujuk pada buku manual honda vario skuter matik ini punya rasio kompresi mesin honda menyarankan vario menggunakan bensin tanpa timbal dianjurkan ron atau lebih tinggi artinya vario masih sanggup untuk menenggak bbm sekelas pertalite dengan ron atau lebih tinggi seperti pertamax cs bila bbm yang digunakan dicampur etanol maka diperbolehkan namun batasnya hingga persen berdasarkan volume dalam buku panduan itu juga dijelaskan bila kamu berencana menggunakan bahan bakar campuran pastikan bahan bakar tersebut tidak mengandung timbal dan sudah memenuhi persyaratan minimum angka oktan demikian dijelaskan selanjutnya disebutkan juga bahwa penggunaan bahan bakar yang mengandung lebih dari persen etanol bisa menimbulkan empat hal berikut penggunaan bahan bakar campuran yang mengandung lebih tinggi dari persentase yang diperbolehkan dapat merusak logam karet bagian bagian plastik sistem bahan lanjut penjelasan tersebut bila kamu melihat adanya gejala gejala yang tidak diinginkan atau ada masalah pada performa maka diminta beralih ke merek bahan bakar yang lain untuk diketahui honda vario punya kapasitas tangki liter soal konsumsi bahan bakarnya berbeda honda vario punya konsumsi bbm km liter sedangkan vario konsumsinya km liter
2043,pt toyota motor manufacturing indonesia tmmin mengusulkan agar bahan bakar minyak bbm dengan kandungan ron rendah hanya dipasarkan di kawasan kawasan pelosok sementara kota kota besar seharusnya sudah beralih sepenuhnya ke bahan bakar terbarukan wakil presiden direktur tmmin bob azam mengatakan penyebaran bbm seharusnya ditentukan dari suatu wilayah jika kawasan tersebut berstatus sebagai kota besar yang penduduknya berpendapatan tinggi maka bbm yang dijual semestinya bukan produk subsidi lagi misalnya daerah daerah di pondok indah sudah harus pakai etanol sudah harus lah pakai hidrogen kemudian juga di menteng terus pertalite taruh aja di ujungberung misalnya jadi memang harus dibagi sesuai dengan kemampuan mereka ujar bob azam di karawang jawa barat jadi jangan di daerah daerah yang maju bensinnya masih bersubsidi daerah daerah yang sudah bagus yang income per kapita yang bayar pbb nya sudah jutaan sudah harus mulai ada stasiun hidrogen ada stasiun etanol sudah ada e pasti mobil menyesuaikan tambahnya di kesempatan yang sama bob azam kemudian menanggapi rencana pemerintah yang mau menerapkan bbm etanol persen mulai tahun depan menurutnya jika aturannya sudah dibuat kendaraan yang harus mengikuti teknologi bahan bakar bukan malah sebaliknya ya menyesuaikan diri gitu loh jadi jangan teknologinya yang menyesuaikan mobil tua di jalan nanti kita ketinggalan teknologi kita justru harus berevolusi menghadirkan kendaraan kendaraan yang adaptif terhadap future fuel atau bahan bakar masa depan tuturnya nah yang mobil tua juga ada yang masih euro apa kita nggak mengintrodusi euro jadinya kan banyak yang pakai euro tambahnya gambas youtube lebih jauh bob menjelaskan negara tetangga seperti thailand sudah menuju penerapan etanol persen sementara di negara negara lain di benua amerika angkanya sudah tembus persen di luar negeri itu sekarang hampir semua negara sudah menerapkan e e bahkan thailand juga sudah bergerak dari e ke e di amerika serikat juga sudah menerapkan di beberapa negara bagian sampai e di brazil sampai e kata bob
2044,pemerintah bakal menerapkan mandatory bahan bakar bensin dengan kandungan etanol e dalam dua tiga tahun mendatang menanggapi itu pt astra honda motor ahm menyebut produk produk motornya saat ini sudah bisa menggunakan bahan bakar bensin dengan kandungan e kalau di produk honda kita bisa sampai e khususnya untuk produk produk honda yang dijual sekarang ini ungkap general manager corporate communication ahm ahmad muhibbuddin di gedung sarinah jakarta jumat jika mengacu pada buku servis manual honda motor honda memang diklaim sudah bisa menenggak bahan bakar bensin dengan kandungan etanol hingga itu tertuang salah satunya dalam buka servis manual honda vario sebelumnya menteri esdm bahlil lahadalia mengatakan presiden prabowo subianto sudah setuju dengan penerapan etanol dalam bahan bakar bensin ke depan kita akan mendorong untuk ada e kemarin malam sudah kami rapat dengan bapak presiden bapak presiden sudah menyetujui untuk direncanakan mandatory persen etanol ujar bahlil dalam acara indonesia langgas berenergi yang digagas detik dan cnnindonesia di anjungan sarinah jakarta pusat selasa bahlil menyebutkan mandatory e tujuannya untuk mengurangi impor minyak dalam negeri dengan memanfaatkan sumber daya alam yang melimpah salah satunya dari tanaman tebu untuk dijadikan etanol sebab berdasarkan porsinya penggunaan bbm untuk konsumsi saat ini sebesar masih diimpor oleh sebab itu demi kemandirian energi dalam negeri pemerintah harus menggunakan sumber daya yang dimiliki selain untuk mengurangi impor imbuh bahlil mandatory e juga bertujuan untuk mendukung komitmen energi bersih yang ramah lingkungan atau net zero emission nze pada dengan demikian kita akan campur bensin kita dengan etanol tujuannya apa agar tidak kita impor banyak dan juga untuk membuat minyak yang bersih yang ramah lingkungan jelasnya soal kewajiban etanol persen ini bahlil memperkirakan penerapannya bisa berlaku tahun ke depan atau pada atau ya tahun terhitung sekarang ya jadi kita harus hitung baik baik dulu ucapnya lagi indonesia sendiri baru mengaplikasikan bensin campuran etanol e melalui produk pertamax green yang dijual pertamina sejak lalu jadi jika langsung beralih ke e dalam dua hingga tahun ke depan rasanya terlalu tergesa gesa
2045,pemerintah mengharuskan kandungan etanol persen ke bahan bakar minyak bbm yang dijual di indonesia dalam beberapa tahun ke depan benarkah aturan tersebut terlalu prematur dan terkesan terburu buru wakil presiden direktur pt toyota motor manufacturing indonesia tmmin bob azam menyadari masih banyak mobil di dalam negeri yang belum cocok menggunakan bbm dengan kandungan etanol meski demikian dia menganggap seharusnya bukan teknologi yang mengikuti kendaraan melainkan sebaliknya ya menyesuaikan diri gitu loh jadi jangan teknologinya yang menyesuaikan mobil tua di jalan nanti kita ketinggalan teknologi kita justru harus berevolusi menghadirkan kendaraan kendaraan yang adaptif terhadap future fuel atau bahan bakar masa depan ujar bob azam saat ditemui di karawang jawa barat nah yang mobil tua juga ada yang masih euro apa kita nggak mengenalkan euro jadinya kan banyak yang pake euro tambahnya bob kemudian berharap penyebaran bahan bakar di suatu wilayah harusnya disesuaikan karakter atau kualitasnya misal kata dia bbm subsidi seperti pertalite tidak dijual lagi di kota kota besar misalnya daerah daerah di pondok indah sudah harus pake etanol sudah harus lah pake hydrogen kemudian juga di menteng terus pertalite taruh aja di ujung berung misalnya jadi memang harus dibagi sesuai dengan kemampuan mereka tuturnya jadi jangan di daerah daerah yang maju bensinnya masih bersubsidi daerah daerah yang sudah bagus yang income per kapita yang bayar pbb nya sudah jutaan sudah harus mulai ada stasiun hidrogen ada stasiun etanol sudah ada e lanjutnya gambas youtube lebih jauh bob menjelaskan negara tetangga seperti thailand sudah menuju penerapan etanol persen sementara di negara negara lain di benua amerika angkanya sudah tembus persen di luar negeri itu sekarang hampir semua negara sudah menerapkan e e bahkan thailand juga sudah bergerak dari e ke e di amerika serikat juga sudah menerapkan di beberapa negara bagian sampai e di brazil sampai e kata bob
2046,pemerintah akan mewajibkan kandungan etanol e pada bahan bakar bensin kebijakan ini akan diterapkan dalam beberapa tahun ke depan lantas apa saja hal hal yang disiapkan pemerintah indonesia ke depan kita akan mendorong untuk ada e kemarin malam sudah kami rapat dengan bapak presiden bapak presiden sudah menyetujui untuk direncanakan mandatory persen etanol ujar menteri esdm bahlil lahadalia dalam acara indonesia langgas berenergi yang digagas detik dan cnn indonesia di anjungan sarinah jakarta pusat selasa bahlil menyebutkan mandatory e tujuannya untuk mengurangi impor minyak dalam negeri dengan memanfaatkan sumber daya alam yang melimpah salah satunya dari tanaman tebu untuk dijadikan etanol sebab berdasarkan porsinya penggunaan bbm untuk konsumsi saat ini sebesar masih diimpor oleh sebab itu demi kemandirian energi dalam negeri pemerintah harus menggunakan sumber daya yang dimiliki selain untuk mengurangi impor imbuh bahlil mandatory e juga bertujuan untuk mendukung komitmen energi bersih yang ramah lingkungan atau net zero emission nze pada dengan demikian kita akan campur bensin kita dengan etanol tujuannya apa agar tidak kita impor banyak dan juga untuk membuat minyak yang bersih yang ramah lingkungan jelasnya soal kewajiban etanol persen ini bahlil memperkirakan penerapannya bisa berlaku tahun ke depan atau pada atau ya tahun terhitung sekarang ya jadi kita harus hitung baik baik dulu ucapnya lagi mengutip antara menteri esdm bahlil mengatakan masih menyusun peta jalan atau roadmap pengimplementasian e atau bahan bakar minyak bbm yang mengandung etanol sebesar kemarin kan baru ratas rapat terbatas setelah ratas baru kita membuat peta jalannya ini peta jalannya lagi dibuat ya ucap bahlil setelah penandatanganan nota kesepahaman antara menteri esdm dan menteri perlindungan pekerja migran indonesia p mi di jakarta rabu rencana untuk mengembangkan e berangkat dari keberhasilan pemerintah mengimplementasikan biodiesel dari yang semula b atau campuran minyak mentah sawit crude palm oil cpo dengan solar untuk bahan bakar diesel kebijakan biodiesel tersebut sudah berkembang hingga b bahkan untuk pemerintah menargetkan pengimplementasian b berangkat dari potret keberhasilan biodiesel mulai sekarang untuk bensin kami mulai mendorong untuk tahapan ke sana ungkap bahlil menteri esdm menjelaskan implementasi e masih menunggu persiapan pabrik etanol baik yang berbahan baku tebu maupun singkong langkah tersebut selaras dengan arahan presiden prabowo subianto soal pembangunan industri etanol untuk pabrik etanol ada dua satu singkong satu tebu tebu kemungkinan besar itu di merauke sementara singkong lagi dipetakan ucapnya
2047,pt toyota motor manufacturing indonesia tmmin buka suara soal kisruh bbm pertamina dengan campuran etanol persen menurut mereka jika dibandingkan negara negara lain di luar negeri nominal tersebut masih cenderung rendah wakil presiden direktur pt tmmin bob azam mengatakan negara tetangga seperti thailand sudah menuju penerapan etanol persen sementara di negara negara lain di benua amerika angkanya sudah tembus persen di luar negeri itu sekarang hampir semua negara sudah menerapkan e e bahkan thailand juga sudah bergerak dari e ke e di amerika serikat juga sudah menerapkan di beberapa negara bagian sampai e di brazil sampai e ujar bob azam saat ditemui di karawang jawa barat kamis kita sendiri tahun lalu sudah bisa bikin mesin bahan baku etanol persen makanya saya bingung kenapa sekarang kita ribut etanol persen tambahnya bob azam menjelaskan energy density etanol lebih rendah dibandingkan bensin umumnya kata dia lebih rendah persen meski demikian senyawa tersebut membuat bahan bakar lebih ramah lingkungan jadi kalau e mungkin lah energy nya akan lebih rendah gitu jadi kalau harganya rp impact nya kan cuma rp perak tapi emisinya itu turun sampai tuturnya menurut bob indonesia bisa mencontoh india sebab di negeri hindustan bbm etanol justru mendapat subsidi karena bersumber dari petani petani lokal jadi kalau misalnya demand nya naik income petani juga naik gitu cuma mungkin di kita belum begitu banyak petaninya ya ke depan kalau misalnya banyak petani yang sudah mengubah hasil taninya menjadi etanol ini justru bisa menjadi positive cycle jelasnya nah jadi kita nggak liat masalah politiknya masalah jual belinya tapi secara reference di negara lain kondisinya seperti itu kata dia menambahkan diberitakan sebelumnya spbu swasta seperti shell vivo dan bp akr batal membeli bbm murni atau base fuel dari pertamina sebab bahan bakar tersebut tidak benar benar murni alias mengandung persen etanol isu yang disampaikan kepada rekan rekan spbu ini adalah mengenai konten kontennya itu ada kandungan etanol kata wakil direktur utama pertamina patra niaga achmad muchtasyar saat rapat dengar pendapat dengan komisi xii dpr ri nah di mana secara regulasi itu diperkenankan etanol itu sampai jumlah tertentu kalau tidak salah sampai etanol kalau tidak salah sedangkan ada etanol tambahnya
